rank,title,url,organization,relevance_score,spatial_score,name_match_score,thematic_score,usability_score,matched_places,matched_themes,formats,zurich_relevant,description
1933,Analyse climatique 2020 - Température de l'air nocturne 1981-2010,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-nocturne-1981-2010,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1934,Analyse climatique 2020 - Température de l'air diurne 2070-2099,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-diurne-2070-2099,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1935,Analyse climatique 2020 - Température de l'air nocturne 2070-2099,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-nocturne-2070-2099,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1936,Analyse climatique 2020 - Température de l'air nocturne 2020-2049,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-nocturne-2020-2049,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1937,Analyse climatique 2020 - Température de l'air nocturne 2045-2074,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-nocturne-2045-2074,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1938,Analyse climatique 2020 - Température de l'air diurne 1981-2010,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-diurne-1981-2010,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1939,Analyse climatique 2020 - Température de l'air diurne 2020-2049,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-diurne-2020-2049,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1940,Analyse climatique 2020 - Température de l'air diurne 2045-2074,https://opendata.swiss/en/dataset/analyse-climatique-2020-temperature-de-lair-diurne-2045-2074,Canton de Genève,29.06,30.0,10.0,56.25,20.0,genève,"noise_environment, urban_planning",API,False,Les données montrent la température de l'air (en °C) dans le canton de Genève qui a été modélisé avec le modèle climatique urbain FITNAH-3D. Les résultats sont basés sur une résolution spatiale horizo
1941,,https://opendata.swiss/en/dataset/sitzbanke-emmen,Gemeinde Emmen,29.06,0.0,0.0,56.25,100.0,,"tourism_heritage, transport",WMS,False,
1942,Cadastre de bruit des installations ferroviaires - émissions,https://opendata.swiss/en/dataset/larmbelastungskataster-fur-eisenbahnanlagen-emissionen,Office fédéral des transports OFT,29.0,40.0,0.0,50.0,30.0,,"noise_environment, urban_planning",HTML,False,"Le cadastre indique les valeurs contraignantes d'exposition au bruit ferroviaire (valeurs d'émission et d'immission). Les émissions fixées Lr,e en [dB(A)] ont servi à déterminer les immissions admissi"
1943,Enquête Omnibus 2019: qualité de l'environnement et comportements environnementaux,https://opendata.swiss/en/dataset/omnibus-erhebung-2019-umweltqualitat-und-umweltverhalten,Office fédéral de la statistique OFS,29.0,40.0,0.0,50.0,30.0,,"noise_environment, population","HTML, PDF",False,
1944,Indicateurs de durabilité du CST par rapport à différentes valeurs de référence selon le produit,https://opendata.swiss/en/dataset/nachhaltigkeitsindikatoren-zum-tsa-relativ-zu-verschiedenen-bezugswerten-nach-produkt,Office fédéral de la statistique OFS,29.0,40.0,0.0,50.0,30.0,,"energy, tourism_heritage","HTML, SERVICE",False,"Ce dataset présente les données annuelles de la pollution et de l'utilisation d'énergie dans le domaine du tourisme (compte satellite du tourisme) selon le produit, depuis 2014."
1945,Accidents de la circulation routière: accidents avec dommages corporels selon le type d'accident,https://opendata.swiss/en/dataset/strassenverkehrsunfalle-unfalle-mit-personenschaden-nach-unfalltyp3,Office fédéral de la statistique OFS,29.0,40.0,0.0,50.0,30.0,,"safety, transport","HTML, SERVICE",False,"Ce dataset présente les chiffres annuels des accidents de la circulation routière selon la gravité de l'accident (avec tués, avec blessés graves, avec blessés légers), le type d'accident, le jour de l"
1946,Accidents de la circulation routière: accidents avec dommages corporels selon le canton,https://opendata.swiss/en/dataset/strassenverkehrsunfalle-unfalle-mit-personenschaden-nach-kanton3,Office fédéral de la statistique OFS,29.0,40.0,0.0,50.0,30.0,,"safety, transport","HTML, SERVICE",False,"Ce dataset présente les chiffres annuels des accidents de la circulation routière selon le canton, le genre de route et le lieu d'accident, depuis 1992."
1947,Accidents de la circulation routière: accidents avec dommages corporels selon le genre de route,https://opendata.swiss/en/dataset/strassenverkehrsunfalle-unfalle-mit-personenschaden-nach-strassenart3,Office fédéral de la statistique OFS,29.0,40.0,0.0,50.0,30.0,,"safety, transport","HTML, SERVICE",False,"Ce dataset présente les chiffres annuels des accidents de la circulation routière selon la gravité de l'accident (avec tués, avec blessés graves, avec blessés légers), le genre de route (autoroute, in"
1948,Accidents de la circulation routière: objets impliqués (genre d'usager),https://opendata.swiss/en/dataset/strassenverkehrsunfalle-beteiligte-objekte-verkehrsteilnahme2,Office fédéral de la statistique OFS,29.0,40.0,0.0,50.0,30.0,,"safety, transport","HTML, SERVICE",False,
1949,Lignes partielles SLNID (toutes les versions),https://opendata.swiss/en/dataset/teillinien-slnid-alle-versionen,Secrétariat des tâches du système d’information à la clientèle (CFF SA),28.94,30.0,0.0,43.75,60.0,,transport,ZIP,False,**IMPORTANT: Ce jeu de données sera supprimé le 30 juin 2026. Veuillez utiliser la nouvelle version du jeu de données disponible sur**  https://data.opentransportdata.swiss/de/dataset/subline-v2    Ce
1950,Lignes SLNID (toutes les versions),https://opendata.swiss/en/dataset/linien-slnid-alle-versionen,Secrétariat des tâches du système d’information à la clientèle (CFF SA),28.94,30.0,0.0,43.75,60.0,,transport,ZIP,False,**IMPORTANT: Ce jeu de données sera supprimé le 30 juin 2026. Veuillez utiliser la nouvelle version du jeu de données disponible sur**  https://data.opentransportdata.swiss/de/dataset/line-v2    Ce fi
1951,,https://opendata.swiss/en/dataset/bilancio-demografico-secondo-il-sesso-e-la-nazionalita-per-distretto-e-comune-di-residenza-2022,Ufficio di statistica del Canton Ticino (Ustat),28.94,30.0,0.0,43.75,60.0,,"population, transport",ZIP,False,
1952,Matrices spécifiques aux motifs de déplacements pour le trafic voyageurs 2040,https://opendata.swiss/en/dataset/vm-uvek-matrices-by-purpose-2040,Office fédéral du développement territorial ARE,28.94,30.0,0.0,43.75,60.0,,"public_space, transport",ZIP,False,Matrices spécifiques aux motifs de déplacements pour le trafic voyageurs (transports publics et transport individuel motorisé) 2040 au format texte. Source: [Perspectives d’évolution du transport 2040
1953,,https://opendata.swiss/en/dataset/fotografien-von-robert-breitinger,Zentralbibliothek Zürich,28.94,30.0,0.0,43.75,60.0,,"public_space, transport","XML, ZIP",True,
1954,,https://opendata.swiss/en/dataset/literature-based-approach-to-estimate-future-snow,EnviDat: le portail de données environnementales,28.94,30.0,0.0,43.75,60.0,,"noise_environment, transport",ZIP,False,
1955,Gefahrenkartierung,https://opendata.swiss/en/dataset/gefahrenkartierung1,Fachstelle Geoinformation des Kantons Glarus,28.94,30.0,0.0,43.75,60.0,,"coworking, population",ZIP,False,
1956,Correspondance Thomas Mann,https://opendata.swiss/en/dataset/correspondence-thomas-mann,Bibliothèque de l’ETH,28.94,30.0,0.0,43.75,60.0,,"coworking, public_space",ZIP,False,
1957,Infrastructures culturelles,https://opendata.swiss/en/dataset/infrastructures-culturelles1,Canton de Genève,28.94,30.0,20.0,43.75,20.0,"genève, les salles","coworking, public_space",SERVICE,False,"Le Canton de Genève, la Ville de Genève et l'Association des communes genevoises ont créé un organe commun de concertation, de collaboration et de coordination en matière de politique culturelle, la C"
1958,,https://opendata.swiss/en/dataset/stable-water-isotopes-in-snow-and-vapor-on-the-weissfluhjoch,EnviDat: le portail de données environnementales,28.94,30.0,0.0,43.75,60.0,,"noise_environment, public_space","PDF, SERVICE, ZIP",False,
1959,Agenda des Muséum de Genève et Musée d'histoire des sciences​ de Genève,https://opendata.swiss/en/dataset/agenda-des-museum-de-geneve-und-des-musee-dhistoire-des-sciences-de-geneve,Ville de Genève,28.94,30.0,20.0,43.75,20.0,"genf, genève","public_space, tourism_heritage",SERVICE,False,Agenda des événements organisés par le Muséum de Genève et du Musée d'histoire des sciences
1960,Agenda du Musée d'ethnographie de Genève (MEG),https://opendata.swiss/en/dataset/agenda-des-musee-dethnographie-de-geneve-meg,Ville de Genève,28.94,30.0,20.0,43.75,20.0,"genf, genève","public_space, tourism_heritage",SERVICE,False,Programme d'activités du Musée d'ethnographie de Genève (MEG)
1961,Agenda du Musée d’art et d’histoire (MAH) de la Ville de Genève,https://opendata.swiss/en/dataset/agenda-des-musee-dart-et-dhistoire-mah-der-stadt-genf,Ville de Genève,28.94,30.0,20.0,43.75,20.0,"genf, genève","public_space, tourism_heritage",SERVICE,False,Agenda des événements organisés par le Musée d'art et d'histoire de la Ville de Genève
1962,,https://opendata.swiss/en/dataset/abitazioni-occupate-in-edifici-abitativi-e-densita-di-utilizzazione-secondo-il-tipo-di-edi-2022,Ufficio di statistica del Canton Ticino (Ustat),28.94,30.0,0.0,43.75,60.0,,urban_planning,ZIP,False,
1963,Stromversorgungssicherheit Netzgebiete,https://opendata.swiss/en/dataset/stromversorgungssicherheit-netzgebiete,Fachstelle Geoinformation des Kantons Glarus,28.94,30.0,0.0,43.75,60.0,,"energy, safety",ZIP,False,
1964,Energie Solarstromproduktion pro Gemeinde Kanton Schaffhausen,https://opendata.swiss/en/dataset/energie-solarstromproduktion-pro-gemeinde-kanton-schaffhausen,Office de la géoinformation du canton de Schaffhouse,28.94,10.0,0.0,43.75,100.0,,energy,"WFS, WMS",False,Stromproduktion aus Photovoltaikanlagen pro Gemeinde in GWh.
1965,Energie Solarstromproduktion pro Gemeinde und Einwohner Kanton Schaffhausen,https://opendata.swiss/en/dataset/energie-solarstromproduktion-pro-gemeinde-und-einwohner-kanton-schaffhausen,Office de la géoinformation du canton de Schaffhouse,28.94,10.0,0.0,43.75,100.0,,energy,"WFS, WMS",False,Stromproduktion aus Photovoltaikanlagen pro Gemeinde und pro Einwohner in kWh.
1966,,https://opendata.swiss/en/dataset/energy-and-momentum-conserving-model-of-splash-entrainment-in-sand-and-snow-saltation,EnviDat: le portail de données environnementales,28.94,30.0,0.0,43.75,60.0,,"energy, transport",TXT,False,
1967,"Modèle de géodonnées et documentation ""NoisePollutionRegisterForRailwayInfrastructure_LV95_V1_4""",https://opendata.swiss/en/dataset/geodatenmodell-und-dokumentation-noisepollutionregisterforrailwayinfrastructure_lv95_v1_4,Office fédéral de l'environnement OFEV,28.94,30.0,0.0,43.75,60.0,,"noise_environment, urban_planning","PDF, XML",False,"Modèle de géodonnées minimal et documentation associé au jeu de géodonnées de base ""Cadastres de bruit des installations ferroviaires"", Identifiant 126.1. Cadre de référence MN95. Les catalogues sont "
1968,"Finances de la protection sociale en Europe: prestations sociales, en % du PIB",https://opendata.swiss/en/dataset/finanzen-der-sozialen-sicherheit-in-europa-sozialleistungen-in-des-bip2,Office fédéral de la statistique OFS,28.94,10.0,0.0,43.75,100.0,,"safety, transport","HTML, XLS",False,Le tableau présente les dépenses pour les prestations sociales en Europe en pourcentage du produit intérieur brut (PIB). La méthodologie utilisée repose sur le Système européen de statistiques intégré
1969,Places et équipements de jeux,https://opendata.swiss/en/dataset/spielplatze-und-gerate,Planification et environnement Ville de Bienne,28.94,10.0,0.0,43.75,100.0,,"public_space, urban_planning","DXF, GEOJSON, GPKG, XLS",False,Le cadastre des places de jeux donne une vue d’ensemble des places de jeux publiques et indique quel type d’équipement se trouve sur quelles places de jeux.
1970,,https://opendata.swiss/en/dataset/radiosondes,EnviDat: le portail de données environnementales,28.94,30.0,0.0,43.75,60.0,,"noise_environment, public_space",ZIP,False,
1971,Matrices de déplacements pour le trafic voyageurs et pour le trafic marchandises 2010,https://opendata.swiss/en/dataset/vm-uvek-matrices-2010,Office fédéral du développement territorial ARE,28.94,30.0,0.0,43.75,60.0,,"public_space, transport",ZIP,False,Matrices de déplacements pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises sur la route 2010 au format texte. Source: [Modèle national du tr
1972,Matrices de déplacements pour le trafic voyageurs et pour le trafic marchandises 2040,https://opendata.swiss/en/dataset/vm-uvek-matrices-2040,Office fédéral du développement territorial ARE,28.94,30.0,0.0,43.75,60.0,,"public_space, transport",ZIP,False,Matrices de déplacements pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises sur la route 2040 au format texte. Source: [Perspectives d’évolut
1973,LiDAR Fribourg 2016: MNS,https://opendata.swiss/en/dataset/lidar-fribourg-2016-mns,Geoinformation Canton Fribourg,28.88,50.0,0.0,37.5,30.0,,"digital, urban_planning","PDF, SERVICE",False,Le modèle numérique de surface (MNS) décrit la surface du territoire en trois dimensions. Contrairement au modèle numérique de terrain de la mensuration officielle (MNT) il intègre des éléments perman
1974,LiDAR Fribourg 2016,https://opendata.swiss/en/dataset/lidar-fribourg-2016,Geoinformation Canton Fribourg,28.88,50.0,0.0,37.5,30.0,,"digital, urban_planning","PDF, SERVICE",False,"Le LiDAR est l'acronyme de Light Detection and Ranging, qui signifie mesure de distance par détection de lumière. Cette technique de télédétection par balayage laser permet d'acquérir un énorme volume"
1975,"Récolte de bois et surfaces forestières selon type d'organisation, dès 2015",https://opendata.swiss/en/dataset/holzernte-und-waldflachen-nach-organisationstyp-ab-20154,Office fédéral de la statistique OFS,28.88,40.0,10.0,37.5,30.0,préalpes,"energy, urban_planning","HTML, SERVICE",False,"Ce dataset présente les données annuelles de la récolte de bois (bois de grumes, d'industrie, d'énergie) et des surfaces forestières selon la zone forestière (Jura, Plateau, Préalpes, Alpes, Sud des A"
1976,Inventaire des sites basés sur l'ISOS du canton de Fribourg,https://opendata.swiss/en/dataset/inventaire-des-sites-bases-sur-lisos-du-canton-de-fribourg,Geoinformation Canton Fribourg,28.81,50.0,10.0,31.25,20.0,en fou,tourism_heritage,SERVICE,False,L'inventaire des sites construits à protéger en Suisse (ISOS) recense tous les sites construits habités en permanence et possédant plus de dix maisons au début du siècle. Il a pour objectif d'en fourn
1977,Nombre de jours de grêle,https://opendata.swiss/en/dataset/anzahl-hageltage,Office fédéral de météorologie et de climatologie MétéoSuisse,28.81,40.0,0.0,31.25,60.0,,noise_environment,ZIP,False,"Les données contiennent le nombre mensuel et annuel de jours de grêle et le nombre moyen à long terme de jours de grêle par an ou par mois du semestre d'été (Avril à Septembre), par km2. La grêle ne p"
